species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex
Gentoo,Biscoe,49.478537564355015,16.292251038329642,226,5415,MALE
Gentoo,Biscoe,45.6016571711469,15.339977440785631,210,5066,MALE
Gentoo,Biscoe,48.75014989845342,15.618816254769339,218,4923,MALE
Gentoo,Biscoe,52.87754272617713,16.074158277746008,216,5796,MALE
Gentoo,Biscoe,41.97912350299226,15.728621675892956,211,5126,MALE
Gentoo,Biscoe,53.993024140045094,17.6279312619819,225,5920,MALE
Gentoo,Biscoe,50.88882545132152,16.16892924277367,217,5570,MALE
Gentoo,Biscoe,49.78026074653851,15.163277076273095,215,5072,MALE
Gentoo,Biscoe,45.32551855578638,16.100497729675354,221,5426,MALE
Gentoo,Biscoe,50.742165018356246,15.23852629168965,226,5541,MALE
Gentoo,Biscoe,52.57615503757922,15.352551751469761,206,5288,MALE
Gentoo,Biscoe,46.35285760664633,16.078968651567713,222,5592,MALE
Gentoo,Biscoe,54.34635359226365,16.222465512382385,230,6084,MALE
Gentoo,Biscoe,54.84441157617478,15.685624068480227,218,5313,MALE
Gentoo,Biscoe,49.063303424529465,14.624674963184502,220,5450,MALE
Gentoo,Biscoe,52.973077004233446,16.889044215537357,230,5781,MALE
Gentoo,Biscoe,49.6098653315473,16.239069656993436,225,5314,MALE
Gentoo,Biscoe,46.531247284120596,16.54023422676987,217,5685,MALE
Gentoo,Biscoe,47.77396843749974,14.981441756472561,218,6006,MALE
Gentoo,Biscoe,43.56000010587,16.05574798324127,207,5038,MALE
Gentoo,Biscoe,53.48194472138125,16.700779015612756,220,5579,MALE
Gentoo,Biscoe,49.60472811574803,15.921018616934843,220,5895,MALE
Gentoo,Biscoe,48.02345103925069,14.724687748546138,211,5238,MALE
Gentoo,Biscoe,46.731594900478505,15.73676294949487,223,5805,MALE
Gentoo,Biscoe,45.25778119974115,15.38575968191331,213,5655,MALE
Gentoo,Biscoe,47.49594944886437,14.91775825463168,210,4875,MALE
Gentoo,Biscoe,50.607511648651865,16.345448369803652,222,5359,MALE
Gentoo,Biscoe,49.19439321379348,15.952349429057445,219,5735,MALE
Gentoo,Biscoe,49.89142759713334,16.63977211021639,229,5575,MALE
Gentoo,Biscoe,56.61720843283117,16.935249907363406,229,6058,MALE
Gentoo,Biscoe,48.19687645472458,16.284406813315904,221,5048,MALE
Gentoo,Biscoe,53.675141194732596,16.65505212865572,223,6289,MALE
Gentoo,Biscoe,50.1681926882229,15.946846837895983,228,5830,MALE
Gentoo,Biscoe,50.7681773783444,15.722362555879654,227,5619,MALE
Gentoo,Biscoe,49.29337576278789,15.25883776851762,218,5342,MALE
Gentoo,Biscoe,47.453633194314925,14.758099819865873,213,5277,MALE
Gentoo,Biscoe,45.98627699790094,15.608042257374924,217,5663,MALE
Gentoo,Biscoe,45.66956967143692,15.19594694873591,212,5645,MALE
Gentoo,Biscoe,45.210760092783936,15.109829569720679,218,5083,MALE
Gentoo,Biscoe,49.96268317900405,16.872672002120357,229,5408,MALE
Gentoo,Biscoe,57.30625353469735,16.64059396660084,233,6072,MALE
Gentoo,Biscoe,51.57466782351371,14.981588651127602,222,5288,MALE
Gentoo,Biscoe,53.49589588045392,15.69549656683842,225,5748,MALE
Gentoo,Biscoe,54.68732660902872,15.953335815779825,231,5964,MALE
Gentoo,Biscoe,50.17929286874126,15.544915616693794,228,5404,MALE
Gentoo,Biscoe,43.96587774241628,15.404368989629862,220,5326,MALE
Gentoo,Biscoe,48.692042870491385,15.484228197696135,217,4972,MALE
Gentoo,Biscoe,50.417146230357915,16.548971357202777,221,5710,MALE
Gentoo,Biscoe,50.608015044020995,15.01431695605514,222,5072,MALE
Gentoo,Biscoe,43.724627049769694,15.868572933493978,218,5430,MALE
Gentoo,Biscoe,48.215908638532575,14.867147924813125,219,5579,MALE
Gentoo,Biscoe,50.501529663149945,15.981840044464109,224,5720,MALE
Gentoo,Biscoe,50.740931105132255,16.01452431692253,222,5606,MALE
Gentoo,Biscoe,53.86619833000195,15.772279552475066,225,5838,MALE
Gentoo,Biscoe,47.59237102843051,15.257208184429768,218,5219,MALE
Gentoo,Biscoe,51.40027964091815,14.96363444190741,216,5556,MALE
Gentoo,Biscoe,46.59559393950417,14.812866181411662,212,5535,MALE
Gentoo,Biscoe,50.15595866990618,15.465385589995927,218,5221,MALE
Gentoo,Biscoe,45.35175806679964,15.059231026497528,223,5853,MALE
Gentoo,Biscoe,50.375240846137096,14.91984006053987,218,5654,MALE
Gentoo,Biscoe,51.21318521116361,15.476890941371797,222,5649,MALE
Gentoo,Biscoe,46.85680649267253,14.835689279133655,216,5595,MALE
Gentoo,Biscoe,43.38877249480483,14.682438869567482,214,4817,MALE
Gentoo,Biscoe,51.37536972201952,16.412042176055532,223,6055,MALE
Gentoo,Biscoe,49.79989557118808,14.883086470502395,220,5453,MALE
Gentoo,Biscoe,49.59618678179807,15.132120965333112,214,5852,MALE
Gentoo,Biscoe,47.761299009604144,15.636389581814841,219,5140,MALE
Gentoo,Biscoe,50.678065807503295,15.195951046363536,220,6162,MALE
Gentoo,Biscoe,50.99437335049322,16.515204042660677,224,5082,MALE
Gentoo,Biscoe,50.31147294632429,16.72186647892157,227,5709,MALE
Gentoo,Biscoe,51.558199391520475,15.743363218036897,222,5109,MALE
Gentoo,Biscoe,46.03670490604311,15.26739389456906,215,5291,MALE
Gentoo,Biscoe,43.91002703792853,15.233885922057711,219,5157,MALE
Gentoo,Biscoe,53.73182968109748,16.367156735686176,231,5183,MALE
Gentoo,Biscoe,46.945989658795604,16.34121349165311,227,5119,MALE
Gentoo,Biscoe,42.988114305535724,15.173492172797014,213,4800,MALE
Gentoo,Biscoe,47.01811358965203,15.790253847275723,218,5651,MALE
Gentoo,Biscoe,44.18140817360469,15.625191414133836,213,5350,MALE
Gentoo,Biscoe,48.273324544144764,15.352847047241227,219,5420,MALE
Gentoo,Biscoe,47.87595725960971,16.17384665821439,214,5761,MALE
Gentoo,Biscoe,51.08372925254248,15.630628721382793,219,5320,MALE
Gentoo,Biscoe,52.939306815067425,16.729272652560365,218,6059,MALE
Gentoo,Biscoe,45.27491803024699,14.378798716976654,223,5507,MALE
Gentoo,Biscoe,51.85365763024563,15.864748260032565,211,5636,MALE
Gentoo,Biscoe,47.18145308465188,15.013985673713858,213,5125,MALE
Gentoo,Biscoe,48.769411365496026,15.719324348212938,223,5549,MALE
Gentoo,Biscoe,44.57550516340462,15.421696430088907,217,5050,MALE
Gentoo,Biscoe,45.243548023589376,16.56245294374377,221,5398,MALE
Gentoo,Biscoe,47.24568619001182,15.092917830387268,219,5612,MALE
Gentoo,Biscoe,51.09992728031968,15.926828590765115,221,5384,MALE
Gentoo,Biscoe,47.83404012196823,14.955876067376886,220,5196,MALE
Gentoo,Biscoe,49.542661261178466,15.061211472925558,227,5467,MALE
Gentoo,Biscoe,49.3481157616797,16.479108556843613,228,5337,MALE
Gentoo,Biscoe,50.200111153278996,16.169935907837868,220,5608,MALE
Gentoo,Biscoe,49.08543556866318,15.915394719720856,225,5847,MALE
Gentoo,Biscoe,50.43207755018583,15.23331704971609,219,5262,MALE
Gentoo,Biscoe,50.83783592284329,15.988917895283087,226,5668,MALE
Gentoo,Biscoe,48.549159236055395,16.051896789889067,223,5803,MALE
Gentoo,Biscoe,47.109228803030724,15.32396496941169,219,5360,MALE
Gentoo,Biscoe,49.331078927389726,14.639925481812991,216,5334,MALE
Gentoo,Biscoe,45.74950219418432,15.01447210607361,217,5392,MALE
Gentoo,Biscoe,52.48907735461024,15.118475212631052,224,5535,MALE
Gentoo,Biscoe,49.820694947794145,15.00175093627755,217,5714,MALE
Gentoo,Biscoe,51.82830468559672,14.667102612453226,217,5222,MALE
Gentoo,Biscoe,48.85452621965754,16.09194895317267,218,5256,MALE
Gentoo,Biscoe,51.868602777658595,15.256083795950323,223,5771,MALE
Gentoo,Biscoe,50.81941231325199,16.709168080603504,231,5606,MALE
Gentoo,Biscoe,47.27970022069335,15.920606742820631,219,5256,MALE
Gentoo,Biscoe,49.250880835880366,15.809967970099983,222,5866,MALE
Gentoo,Biscoe,52.854351308032264,16.399429318627323,229,6172,MALE
Gentoo,Biscoe,50.73468037781672,15.926079296913755,222,5648,MALE
Gentoo,Biscoe,51.2586279363539,16.368143887448472,219,5936,MALE
Gentoo,Biscoe,50.07974717953211,15.395837895780064,221,5698,MALE
Gentoo,Biscoe,49.17507733001922,16.914710929250514,229,5812,MALE
Gentoo,Biscoe,49.3468037762492,16.796893800259088,215,5445,MALE
Gentoo,Biscoe,45.85784757845087,15.984322883609227,219,5581,MALE
Gentoo,Biscoe,45.42972179460144,14.934723553269672,215,4857,MALE
Gentoo,Biscoe,45.988345428936064,15.368039192068414,218,5354,MALE
Gentoo,Biscoe,49.92867805950925,15.469147592160706,223,5804,MALE
Gentoo,Biscoe,49.375930423308354,15.710106962189545,220,5240,MALE
Gentoo,Biscoe,47.4518074946826,14.977517892064187,217,5813,MALE
Gentoo,Biscoe,46.80995029347082,15.616448615356356,218,5131,MALE
Gentoo,Biscoe,47.99849695162712,16.24855354451504,216,5297,MALE
Gentoo,Biscoe,51.42351858882088,15.427390670896505,223,6035,MALE
Gentoo,Biscoe,50.52839200146967,16.091569999406833,233,5968,MALE
Gentoo,Biscoe,51.969182217175266,16.565739798009425,226,5694,MALE
Gentoo,Biscoe,50.216583120614274,15.135593067534057,218,5144,MALE
Gentoo,Biscoe,47.316558068355484,15.5006532550637,218,5281,MALE
Gentoo,Biscoe,48.407734083338305,15.362129139338533,213,5101,MALE
Gentoo,Biscoe,44.12781956303986,13.661414165905452,208,6061,MALE
Gentoo,Biscoe,48.91566831068854,16.272526622581708,225,5743,MALE
Gentoo,Biscoe,50.83839857084216,15.1144577837171,222,5813,MALE
Gentoo,Biscoe,54.35332999924027,15.543788070245235,229,5938,MALE
Gentoo,Biscoe,52.50273111495033,16.457724430937887,230,5250,MALE
Gentoo,Biscoe,51.30076805443604,15.490546577269367,221,5732,MALE
Gentoo,Biscoe,45.24883973374213,15.859961806446108,220,4589,MALE
Gentoo,Biscoe,47.62551719118331,14.545159196400276,216,5475,MALE
Gentoo,Biscoe,46.53157703374711,15.982054485375635,224,5699,MALE
Gentoo,Biscoe,42.897920427604845,16.268812862514274,213,5153,MALE
Gentoo,Biscoe,46.63128126480089,15.998615417046741,221,4964,MALE
Gentoo,Biscoe,50.111455916851284,16.996520289256686,223,5811,MALE
Gentoo,Biscoe,54.71559013179901,17.14786443767284,225,5339,MALE
Gentoo,Biscoe,49.510781925770374,16.50519941134045,223,5413,MALE
Gentoo,Biscoe,46.944050622420555,16.137846554334367,216,5072,MALE
Gentoo,Biscoe,46.5757865988966,15.166143488578266,220,4984,MALE
Gentoo,Biscoe,50.01253637418064,14.801579103687057,216,5478,MALE
Gentoo,Biscoe,48.1133287815657,15.76457973257228,216,5296,MALE
Gentoo,Biscoe,47.544667507669175,14.353835649665776,210,5590,MALE
Gentoo,Biscoe,47.17434597868777,15.722843250230264,218,5860,MALE
Gentoo,Biscoe,48.472434720673796,16.69355873694812,220,5190,MALE
Gentoo,Biscoe,51.0603503360674,15.416893053729959,215,5611,MALE
Gentoo,Biscoe,48.64940870724678,15.19828815971519,223,5615,MALE
Gentoo,Biscoe,49.54037938769034,15.565375550004758,220,6250,MALE
Gentoo,Biscoe,44.79263077913987,14.742600796360042,227,5561,MALE
Gentoo,Biscoe,46.36106889950617,16.001641739293753,215,5352,MALE
Gentoo,Biscoe,45.06058920598305,15.478511054202093,206,5070,MALE
Gentoo,Biscoe,48.47493572016344,15.354512445206945,217,5157,MALE
Gentoo,Biscoe,51.55134840587546,17.735193270797243,233,5625,MALE
Gentoo,Biscoe,47.52276457664431,15.122690688885486,218,5056,MALE
Gentoo,Biscoe,49.186798899377806,15.803446091106865,216,5103,MALE
Gentoo,Biscoe,50.24902280834294,15.319344633710665,225,5342,MALE
Gentoo,Biscoe,44.528812103994376,15.413015914753982,216,5117,MALE
Gentoo,Biscoe,50.92354738243688,14.744939943137972,226,5465,MALE
Gentoo,Biscoe,46.8916820036426,16.214261150741716,229,4856,MALE
Gentoo,Biscoe,50.76312417048196,15.941225682870298,231,5636,MALE
Gentoo,Biscoe,48.96183308999769,15.04245416229928,229,5125,MALE
Gentoo,Biscoe,53.83181271506894,15.952149041965697,214,5556,MALE
Gentoo,Biscoe,46.73984600296361,15.949453578223132,226,5572,MALE
Gentoo,Biscoe,49.649392523201186,15.869061885054824,229,5890,MALE
Gentoo,Biscoe,54.9076175419704,16.205767742220008,224,5520,MALE
Gentoo,Biscoe,54.764009257460756,16.248127079841723,233,5391,MALE
Gentoo,Biscoe,46.747185156106774,15.815504799260445,224,5037,MALE
Gentoo,Biscoe,49.37480154113959,15.30202781097075,220,5397,MALE
Gentoo,Biscoe,51.998423185050925,16.232903008922644,229,5628,MALE
Gentoo,Biscoe,44.21052989525088,16.062810211618256,220,5698,MALE
Gentoo,Biscoe,44.84147723078013,14.678595021467455,217,5091,MALE
Gentoo,Biscoe,49.21997573873329,16.24052720067429,224,5924,MALE
Gentoo,Biscoe,49.82064459754185,16.525264988071648,221,5138,MALE
Gentoo,Biscoe,53.330708291726864,15.830181138712662,226,5195,MALE
Gentoo,Biscoe,49.29553074381419,15.159454385745404,225,5819,MALE
Gentoo,Biscoe,47.13713347478569,16.01813293356836,224,5417,MALE
Gentoo,Biscoe,49.69853784158393,14.624823791342372,219,5504,MALE
Gentoo,Biscoe,47.21747090136696,15.634367926502668,213,5208,MALE
Gentoo,Biscoe,51.70713953340746,16.99835756340911,222,4971,MALE
Gentoo,Biscoe,44.526601963309204,14.363014731078389,216,5029,MALE
Gentoo,Biscoe,51.62003842514061,15.702615673992762,219,5655,MALE
Gentoo,Biscoe,47.64471228375964,15.65321129015775,214,4933,MALE
Gentoo,Biscoe,53.52331238312027,15.843276476401751,222,6044,MALE
Gentoo,Biscoe,52.79815945394684,16.053382006483663,231,5430,MALE
Gentoo,Biscoe,50.75659665761498,16.2362179855125,222,5367,MALE
Gentoo,Biscoe,48.072310021956675,14.864576183494096,215,5381,MALE
Gentoo,Biscoe,50.865065328357595,16.854406174744234,218,5758,MALE
Gentoo,Biscoe,49.36773182021549,15.907572503381134,228,4937,MALE
Gentoo,Biscoe,49.964388483954224,15.091983912304318,222,5393,MALE
Gentoo,Biscoe,47.649941980037624,14.524320814719358,217,5433,MALE
Gentoo,Biscoe,49.16507140034536,14.93187717068792,220,5646,MALE
Gentoo,Biscoe,53.36224788872574,15.401620934863681,220,5422,MALE
Gentoo,Biscoe,53.097985796145316,15.821317887761774,221,5383,MALE
Gentoo,Biscoe,50.66963694123874,15.842088787776952,224,5142,MALE
Gentoo,Biscoe,49.21216000042456,16.199487570061287,221,5841,MALE
Gentoo,Biscoe,46.86140133688293,14.811720552601164,217,5388,MALE
Gentoo,Biscoe,50.334480933310864,15.282959807917257,219,5426,MALE
Gentoo,Biscoe,53.76138086523039,15.950523471184832,225,5403,MALE
Gentoo,Biscoe,49.39574209079431,15.909056366870315,224,5051,MALE
Gentoo,Biscoe,44.20843470810919,14.242034632613702,209,4456,MALE
Gentoo,Biscoe,46.949170681064096,15.372772963253666,214,4897,MALE
Gentoo,Biscoe,44.64076411394147,15.276894896575175,216,5484,MALE
Gentoo,Biscoe,47.215453976563836,16.25631201864092,219,5363,MALE
Gentoo,Biscoe,44.41964087670245,14.985006226504344,212,5557,MALE
Gentoo,Biscoe,53.11328478290132,16.19217216050735,222,5002,MALE
Gentoo,Biscoe,55.71248665873771,16.362414154053315,222,6323,MALE
Gentoo,Biscoe,54.99423682840066,14.602085176835809,223,5390,MALE
Gentoo,Biscoe,48.08375093545225,16.756523198405734,219,5741,MALE
Gentoo,Biscoe,51.41643244182704,16.02698793680858,227,6101,MALE
Gentoo,Biscoe,42.3287760669318,14.9469177386981,216,5582,MALE
Gentoo,Biscoe,42.63372499791757,15.005044789792196,213,4885,MALE
Gentoo,Biscoe,48.024471724079184,15.598226131185035,219,5170,MALE
Gentoo,Biscoe,48.335399252507855,15.939075477077012,214,5944,MALE
Gentoo,Biscoe,50.8420377549969,15.628137446681647,213,5679,MALE
Gentoo,Biscoe,47.478587037025626,17.315492372257758,226,5811,MALE
Gentoo,Biscoe,50.27428711162614,15.834959875106517,224,5459,MALE
Gentoo,Biscoe,49.532675906449434,16.00461807611018,220,5113,MALE
Gentoo,Biscoe,46.906843901269674,14.400418611737708,218,5313,MALE
Gentoo,Biscoe,53.14051935059072,15.938765724162142,216,5471,MALE
Gentoo,Biscoe,44.997179008705224,15.46807456340725,216,5381,MALE
Gentoo,Biscoe,45.92895099109249,15.084493764298655,215,5575,MALE
Gentoo,Biscoe,46.88596415645501,16.558308057642392,218,5121,MALE
Gentoo,Biscoe,47.743082321542325,15.66697035514524,225,5522,MALE
Gentoo,Biscoe,53.00668691375827,15.751873849393867,216,5186,MALE
Gentoo,Biscoe,51.66781129235446,15.950604846064852,223,5622,MALE
Gentoo,Biscoe,52.92592132840416,16.96210920506408,229,5686,MALE
Gentoo,Biscoe,48.595533797808784,15.708928479685468,215,5444,MALE
Gentoo,Biscoe,45.154558832198774,16.368962250820875,219,4851,MALE
Gentoo,Biscoe,50.473108348916405,16.062087941856127,214,4971,MALE
Gentoo,Biscoe,49.865738564284996,15.36405119275383,214,5632,MALE
Gentoo,Biscoe,44.050976324810186,15.817714082979004,214,5022,MALE
Gentoo,Biscoe,51.61010985566365,16.951688774815914,234,5229,MALE
Gentoo,Biscoe,53.730143250007444,16.1807273188242,232,5646,MALE
Gentoo,Biscoe,54.38145113258115,16.035342369707383,225,6039,MALE
Gentoo,Biscoe,48.796131516376256,15.830717303287223,224,5398,MALE
Gentoo,Biscoe,49.348852215406126,16.088362621407306,212,5704,MALE
Gentoo,Biscoe,48.861979638327654,16.301440016951723,218,5389,MALE
Gentoo,Biscoe,45.88831914703029,15.405240737130047,225,4923,MALE
Gentoo,Biscoe,48.56873793169547,17.056238599344283,227,5844,MALE
Gentoo,Biscoe,51.63694884176486,15.118785978577142,221,5364,MALE
Gentoo,Biscoe,54.44515271410797,17.288025456032088,228,5842,MALE
Gentoo,Biscoe,48.75631756323557,15.258958529292915,223,5018,MALE
Gentoo,Biscoe,49.16420634328875,16.645413028132776,222,5710,MALE
Gentoo,Biscoe,49.48223507526924,14.909116818471686,222,5710,MALE
Gentoo,Biscoe,45.60348729841041,14.353698174088182,217,5110,MALE
Gentoo,Biscoe,43.66224957320415,15.253610750676245,210,5340,MALE
Gentoo,Biscoe,46.897670394950836,15.042819862607578,210,5526,MALE
Gentoo,Biscoe,53.709170054586195,15.795390303070743,228,5829,MALE
Gentoo,Biscoe,50.1539212451528,15.171794358595449,219,5352,MALE
Gentoo,Biscoe,44.96160795076029,14.416971863894465,215,5435,MALE
Gentoo,Biscoe,49.5879021567481,16.219808034453035,234,5407,MALE
Gentoo,Biscoe,46.94715237534136,16.13880980560677,226,5429,MALE
Gentoo,Biscoe,47.44233909640564,16.197220808269726,223,5141,MALE
Gentoo,Biscoe,52.2072948268312,15.115794059782514,224,5802,MALE
Gentoo,Biscoe,51.47080650545952,15.943470765391588,223,5241,MALE
Gentoo,Biscoe,52.180584842984835,15.360147196966363,226,4974,MALE
Gentoo,Biscoe,48.77277654413763,15.390372806677346,225,5917,MALE
Gentoo,Biscoe,48.15058114892125,15.296363980430568,214,5392,MALE
Gentoo,Biscoe,56.46586919545358,16.02819634977544,228,5943,MALE
Gentoo,Biscoe,44.63750762735885,15.717770381197427,216,5125,MALE
Gentoo,Biscoe,47.69223914147849,15.204861838040928,216,5247,MALE
Gentoo,Biscoe,51.01978071910789,16.295135015680664,228,6124,MALE
Gentoo,Biscoe,49.91908651828532,16.067854949791855,225,5338,MALE
Adelie,Torgersen,45.41023900850217,18.859453262406802,192,3589,MALE
Adelie,Torgersen,41.829414478451184,19.032963009600113,193,3592,MALE
Adelie,Torgersen,39.33720915122566,19.57921415591626,193,3495,MALE
Adelie,Torgersen,43.6350988054191,18.53616652172444,193,3663,MALE
Adelie,Torgersen,41.75660202116283,18.928764366377962,198,3980,MALE
Adelie,Torgersen,40.10633136032613,17.93120111340352,187,3939,MALE
Adelie,Torgersen,41.57209694927657,19.847075527550576,189,4578,MALE
Adelie,Torgersen,38.35493720672851,22.935288980131336,191,3583,MALE
Adelie,Torgersen,40.239986569485225,20.452722845316046,195,3808,MALE
Adelie,Torgersen,39.29757780136135,19.55875146508617,206,4606,MALE
Adelie,Torgersen,38.640404061217275,20.544797073204506,196,4180,MALE
Adelie,Torgersen,43.17115809079082,19.087041712043092,191,4369,MALE
Adelie,Torgersen,41.07641387995316,20.56332312020305,195,4272,MALE
Adelie,Torgersen,38.834378227287694,18.8076676559071,185,3828,MALE
Adelie,Torgersen,36.13103597452098,20.627068795671004,189,4223,MALE
Adelie,Torgersen,40.409193429036755,20.06267292411283,192,3636,MALE
Adelie,Torgersen,42.173320530041146,20.17501681614764,197,3405,MALE
Adelie,Torgersen,42.557565376960575,20.156339796772887,203,4406,MALE
Adelie,Torgersen,40.85956330655649,19.961199043916995,196,4441,MALE
Adelie,Torgersen,40.11752580670146,20.206187641273065,203,3996,MALE
Adelie,Torgersen,41.212221899968206,18.572090599526,198,4769,MALE
Adelie,Torgersen,38.842671215145906,20.13722902571722,195,4007,MALE
Adelie,Torgersen,42.610817935190674,18.72941087139552,195,3840,MALE
Adelie,Torgersen,36.51660065200743,20.324082222084257,193,3720,MALE
Adelie,Torgersen,42.81608908768549,21.296028678631846,195,4126,MALE
Adelie,Torgersen,40.1165179660444,20.07601815230217,188,4176,MALE
Adelie,Torgersen,34.33773120354411,19.76429357774838,189,4435,MALE
Adelie,Torgersen,38.99194659608472,20.665457112485225,194,4161,MALE
Adelie,Torgersen,46.85929025765661,19.118494822272933,200,3994,MALE
Adelie,Torgersen,39.674373300531684,17.130430222495644,192,3900,MALE
Adelie,Torgersen,34.43807358407845,21.332999248634106,189,3304,MALE
Adelie,Torgersen,38.48477168410483,19.80552896598381,192,3934,MALE
Adelie,Torgersen,39.90981422916351,21.306060197939672,192,3957,MALE
Adelie,Torgersen,45.17913660506316,16.878874261571085,200,4583,MALE
Adelie,Torgersen,41.78070171595395,19.544334329590846,194,3459,MALE
Adelie,Torgersen,40.74798976819861,20.11980661687393,200,4656,MALE
Adelie,Torgersen,41.35468065037659,18.938305685970047,198,4397,MALE
Adelie,Torgersen,46.43817372094044,19.220504891021903,203,4304,MALE
Adelie,Torgersen,43.0930009755999,19.929642069013568,198,4448,MALE
Adelie,Torgersen,41.372882628050085,19.0328271155315,198,4587,MALE
Adelie,Torgersen,46.8616247557381,18.52680593760836,201,3462,MALE
Adelie,Torgersen,40.31333912121163,19.27802095975062,180,4094,MALE
Adelie,Torgersen,38.49722566796635,19.906106777944213,187,3884,MALE
Adelie,Torgersen,39.339225886679266,19.63615963393787,196,4551,MALE
Adelie,Torgersen,37.37094382950024,20.916740651365227,188,3453,MALE
Adelie,Torgersen,41.22797393582574,16.505785604181597,189,3822,MALE
Adelie,Torgersen,42.570254526270894,19.5947518459512,194,4343,MALE
Adelie,Torgersen,40.63284680374606,21.370037602781416,198,3919,MALE
Adelie,Torgersen,43.44069120031254,20.25682899102423,191,3445,MALE
Adelie,Torgersen,40.79473402130686,18.86167161583973,205,3484,MALE
Adelie,Torgersen,42.78897219397945,19.645284184689206,187,4135,MALE
Adelie,Torgersen,34.70185612227856,19.092413275282244,186,2879,MALE
Adelie,Torgersen,39.74849387673731,19.999074393330975,200,4027,MALE
Adelie,Torgersen,37.51167492667375,19.736092502642336,186,3116,MALE
Adelie,Torgersen,44.79338352011361,18.958007602474297,190,4195,MALE
Adelie,Torgersen,42.17868235149086,17.99557572291628,192,4207,MALE
Adelie,Torgersen,39.453140744812664,20.666945033926382,198,4166,MALE
Adelie,Torgersen,41.84248750949461,20.40740751269496,188,3732,MALE
Adelie,Torgersen,42.88457008383673,17.566618474211243,196,4294,MALE
Adelie,Torgersen,42.77281323196087,19.795562000509964,187,3667,MALE
Adelie,Torgersen,44.14152880675119,18.69341086348256,194,3879,MALE
Adelie,Torgersen,40.89391359204946,20.79769948181492,195,4035,MALE
Adelie,Torgersen,36.43513049478512,20.96190350105847,180,4083,MALE
Adelie,Torgersen,41.42276583044528,18.71560147497305,192,4095,MALE
Adelie,Torgersen,38.16284171722352,19.807371949594934,185,4091,MALE
Adelie,Torgersen,42.37025405761149,18.70053707596046,199,4416,MALE
Adelie,Torgersen,38.558859574134466,19.635247355794757,200,3887,MALE
Adelie,Torgersen,41.26483576509606,20.398780503206257,196,4076,MALE
Adelie,Torgersen,41.05972464114533,20.497181760920032,195,4125,MALE
Adelie,Torgersen,36.119366543659126,18.088308965477346,194,3755,MALE
Adelie,Torgersen,38.303813704419575,20.763349245803642,189,3802,MALE
Adelie,Torgersen,39.522992835334705,17.883761731564476,195,3329,MALE
Adelie,Torgersen,38.29691278895592,18.05681369808532,195,4217,MALE
Adelie,Torgersen,44.34024829219079,19.038478521073266,204,3995,MALE
Adelie,Torgersen,40.92993156818361,20.21654317397382,197,4660,MALE
Adelie,Torgersen,45.28354456045337,17.444383181952638,202,4791,MALE
Adelie,Torgersen,43.98464172234136,20.10966680541258,192,3671,MALE
Adelie,Torgersen,39.1660617314998,19.411665240951383,195,4070,MALE
Adelie,Torgersen,39.200942414404494,18.92385176020837,202,4152,MALE
Adelie,Torgersen,41.77535776823001,18.66057600205253,197,3682,MALE
Adelie,Torgersen,36.76992027329441,20.343320048045477,197,3833,MALE
Adelie,Torgersen,38.302495305394935,19.986657845399368,198,4129,MALE
Adelie,Torgersen,40.32154132685436,19.42698494405945,190,4054,MALE
Adelie,Torgersen,42.74321792548155,19.389399768155815,195,3447,MALE
Adelie,Torgersen,37.2411619869505,19.62342385796221,191,4186,MALE
Adelie,Torgersen,36.20576770599325,19.638470586475258,193,4719,MALE
Adelie,Torgersen,37.6840848225026,19.578658591765734,201,4113,MALE
Adelie,Torgersen,36.07729245541629,18.54446337130568,199,4277,MALE
Adelie,Torgersen,41.34705768839064,19.78440992423328,193,3735,MALE
Adelie,Torgersen,39.54469689147544,19.708132732840095,201,3812,MALE
Adelie,Torgersen,48.07133656042791,20.836160557908805,203,4167,MALE
Adelie,Torgersen,41.19507618466056,19.3842610314557,187,3307,MALE
Adelie,Torgersen,43.66921004872069,20.414644683742782,196,4163,MALE
Adelie,Torgersen,39.54384741841385,19.966242283715196,194,4200,MALE
Adelie,Torgersen,43.265568451704496,19.113210576491888,199,3882,MALE
Adelie,Torgersen,43.41125659850422,19.956611030968265,189,3522,MALE
Adelie,Torgersen,36.20694406261232,17.674998835136243,184,4249,MALE
Adelie,Torgersen,46.75565798176574,16.029977653730487,199,4132,MALE
Adelie,Torgersen,36.73658946583195,20.052700180704935,203,4429,MALE
Adelie,Torgersen,42.53127758471756,17.460689730083573,194,4284,MALE
Adelie,Torgersen,44.44072215798799,19.602427954597,195,3920,MALE
Adelie,Torgersen,37.24784391555345,20.13459281903618,200,3265,MALE
Adelie,Torgersen,37.10218803678368,20.37263968585141,198,4285,MALE
Adelie,Torgersen,37.697734816561656,19.735247998216543,196,3467,MALE
Adelie,Torgersen,39.19291612580095,19.581253072977166,201,4724,MALE
Adelie,Torgersen,34.123154276033794,21.532771946702752,198,4433,MALE
Adelie,Torgersen,44.80278716255855,19.335416922259068,192,3911,MALE
Adelie,Torgersen,37.49794203529004,18.623218574954706,198,4363,MALE
Adelie,Torgersen,40.74817955494132,18.639245587396672,200,4389,MALE
Adelie,Torgersen,43.00418686930122,21.133580191006843,198,3822,MALE
Adelie,Torgersen,38.63042818854503,18.784320115382897,202,4235,MALE
Adelie,Torgersen,37.88425739506117,20.68574732972174,204,4228,MALE
